prenom,n_f,n_m
SHNEOR,0,10
SHOAIB,0,15
SHOLA,30,0
SHOMARI,0,5
SHON,0,5
SHONA,650,0
SHONE,0,60
SHONIE,5,0
SHONNA,95,0
SHONNY,5,0
SHONY,20,0
SHOSHANA,90,0
SHOTA,0,5
SHOUAIB,0,15
SHOUAYB,0,30
SHOWNA,10,0
SHREYA,45,0
SHREYAS,0,5
SHRIYA,5,0
SHTERNA,5,0
SHU,0,5
SHUAYB,0,40
SHUBHDEEP,0,5
SHUKRANI,20,0
SHUN,0,450
SHURAIM,0,10
SHURLEY,5,0
SHY'M,10,0
SHYAM,0,10
SHYANA,5,0
SHYDEEH,5,0
SHYHEIM,0,15
SHYLEEN,5,0
SHYLOH,5,0
SHYM,15,0
SHYMA,15,0
SHYMEN,5,0
SHYMENE,5,0
SHYNA,100,0
SHYNE,25,0
SHYNES,10,0
SHYNESE,5,0
SHYNESS,70,0
SHYNESSE,15,0
SHYNEZ,5,0
SHYNEZE,10,0
SHYNICE,30,0
SHYNIS,5,0
SHYNISE,5,0
SHYNISSE,5,0
SHYNNA,10,0
SHYRA,5,0
SHYREL,355,0
SHYRELLE,30,0
SHYRINE,125,0
SI,0,340
SI-MOHAMED,0,100
SIA,575,0
SIABOU,0,5
SIAH,5,0
SIAKA,0,170
SIAKHA,0,5
SIAM,355,190
SIAMA,5,0
SIAME,5,0
SIAN,115,55
SIANA,1955,0
SIANAH,30,0
SIANE,95,0
SIANNA,425,0
SIANNAH,5,0
SIANO,0,10
SIAR,0,85
SIARA,185,0
SIARAH,5,0
SIARRA,10,0
SIATA,40,0
SIBEL,1850,0
SIBELE,5,0
SIBELLA,15,0
SIBELLE,20,0
SIBELLIA,5,0
SIBILLE,150,0
SIBORA,10,0
SIBY,5,0
SIBYL,90,0
SIBYLE,110,0
SIBYLLE,4125,0
SIBYLLINE,5,0
SICHEM,0,20
SICILIA,20,0
SID,0,520
SID'AHMED,0,15
SID-AHMED,0,250
SID-ALI,0,160
SID-HAMED,0,10
SIDAHMED,0,10
SIDALI,0,75
SIDALIA,85,0
SIDAR,0,85
SIDDARTH,0,5
SIDDHARTH,0,15
SIDELYA,55,0
SIDEN,0,5
SIDGE,5,0
SIDGEY,20,0
SIDGY,5,5
SIDI,0,1405
SIDI-AHMED,0,25
SIDI-ALI,0,5
SIDI-MOHAMED,0,425
SIDI-MOHAMMED,0,20
SIDIA,0,10
SIDICK,0,5
SIDIK,0,5
SIDIKA,10,0
SIDIKI,0,205
SIDIYA,0,45
SIDJAY,5,15
SIDJEY,65,15
SIDJI,15,0
SIDJY,95,65
SIDNEY,945,1530
SIDO,10,0
SIDOINE,10,490
SIDONIA,40,0
SIDONIE,8990,75
SIDONIO,0,10
SIDONY,5,0
SIDRA,1290,0
SIDRAH,5,0
SIDRAT,40,0
SIDRIT,0,5
SIDY,0,860
SIDY-MOHAMED,0,10
SIDYA,0,80
SIE,0,10
SIEGFRID,0,25
SIEGFRIED,0,1160
SIEGLINDE,40,0
SIEGMUND,0,10
SIEGRID,80,0
SIEGRIED,10,0
SIELIMA,5,0
SIEM,30,10
SIEME,15,0
SIENA,425,0
SIENNA,2175,0
SIENNAH,5,0
SIENNE,10,0
SIERA,15,0
SIERRA,120,0
SIERRAH,40,0
SIF,0,15
SIF-EDDINE,0,5
SIFA,0,5
SIFAKS,0,20
SIFAW,0,15
SIFAX,0,5
SIFDINE,0,70
SIFEDDINE,0,15
SIFEDINE,0,20
SIFFREIN,0,5
SIFRA,5,0
SIGA,300,0
SIGER,0,5
SIGFRID,0,25
SIGFRIED,0,40
SIGGY,5,0
SIGISMOND,0,245
SIGISMONDE,5,0
SIGMOND,0,90
SIGMUND,0,80
SIGOLENE,190,0
SIGOURNEY,20,0
SIGRID,1375,0
SIGRIDE,10,0
SIGRIED,15,0
SIGURD,0,5
SIHA,15,0
SIHAAM,5,0
SIHAM,5390,20
SIHAME,1665,0
SIHAN,15,20
SIHANA,75,0
SIHANE,35,0
SIHANNA,10,0
SIHEM,3000,0
SIHEME,295,0
SIHYA,5,0
SIKA,55,0
SIKHOU,0,120
SIKOU,5,205
SILA,1010,0
SILAMAKAN,0,35
SILAN,125,25
SILANE,35,0
SILAS,0,1660
SILEMANE,0,10
SILENA,5,0
SILENE,230,0
SILEY,0,5
SILEYE,0,40
SILEYMANE,0,70
SILFRID,0,5
SILIA,305,0
SILIAN,0,5
SILIANA,35,0
SILIANO,0,5
SILIMA,0,35
SILIMAN,0,25
SILIMANE,0,5
SILINA,120,0
SILINE,80,0
SILJA,5,0
SILJE,5,0
SILKE,5,0
SILLA,5,0
SILLAS,0,5
SILLY,0,170
SILMAN,0,5
SILOE,1500,80
SILOHE,10,0
SILOUAN,0,15
SILOUANE,0,125
SILVA,50,10
SILVAIN,0,1185
SILVAINE,60,0
SILVAN,0,100
SILVANA,1200,0
SILVANE,10,0
SILVANIE,25,0
SILVANNA,10,0
SILVANO,0,430
SILVER,10,90
SILVERE,80,1455
SILVERIO,0,70
SILVERT,0,5
SILVESTRE,0,65
SILVETTE,195,0
SILVI,125,0
SILVIA,2230,0
SILVIANA,15,0
SILVIANE,580,0
SILVIANNE,25,0
SILVIANO,0,10
SILVIE,555,0
SILVIJA,5,0
SILVIN,0,55
SILVINA,130,0
SILVINE,105,0
SILVINO,0,40
SILVIO,0,1575
SILVIU,0,10
SILVY,35,0
SILYA,835,0
SILYAN,0,60
SILYANA,20,0
SILYANE,0,5
SILYANN,0,5
SIM,0,5
SIMA,85,0
SIMAEL,0,5
SIMAN,5,0
SIMANE,85,0
SIMAO,0,885
SIMAR,0,10
SIMAY,170,0
SIMAYA,5,0
SIMBA,0,10
SIMBALA,0,65
SIMBALLA,0,20
SIMBARA,0,5
SIMEA,80,0
SIMEO,0,760
SIMEON,35,5225
SIMEONE,170,0
SIMEONIE,60,0
SIMEONNE,140,0
SIMEYA,10,0
SIMGE,30,0
SIMHA,135,0
SIMI,5,0
SIMILIEN,0,120
SIMILIENNE,10,0
SIMINA,90,0
SIMINE,5,0
SIMO,0,10
SIMOHAMED,0,25
SIMON,50,95140
SIMON-PIERRE,0,350
SIMONA,170,0
SIMONE,220170,50
SIMONET,0,5
SIMONETTA,20,0
SIMONETTE,45,0
SIMONNE,105235,0
SIMONNETTE,5,0
SIMPLICE,85,195
SIMRAN,35,0
SIMY,35,0
SINA,175,210
SINAA,5,0
SINAI,785,205
SINAIA,35,0
SINAIE,10,0
SINALY,0,50
SINAM,5,0
SINAMAN,5,0
SINAN,0,1340
SINANE,0,65
SINAY,50,45
SINAYA,195,0
SINAYAH,15,0
SINCERE,0,15
SINCLAIR,0,125
SINDA,315,0
SINDBAD,0,10
SINDELLE,5,0
SINDI,10,0
SINDIA,25,0
SINDIE,40,0
SINDOU,0,40
SINDY,2060,0
SINEAD,60,0
SINEGA,5,0
SINEKA,5,0
SINEM,985,0
SINEN,0,5
SINETTE,5,0
SINEUS,0,5
SINGRID,50,0
SININA,15,0
SINISA,0,45
SINNA,5,0
SINO,0,5
SINTHIA,15,0
SINTHUJAN,0,5
SINTHUYA,5,0
SINTIA,15,0
SIOBAN,0,5
SIOBANE,75,0
SIOBHAN,280,10
SIOBHANE,90,0
SION,0,45
SIONA,45,0
SIPAN,0,35
SIRA,1580,0
SIRABA,5,0
SIRABOULA,5,0
SIRAC,0,65
SIRADIOU,0,5
SIRADJ,0,15
SIRADOU,5,0
SIRAH,80,0
SIRAJ,0,155
SIRAJ-EDDINE,0,10
SIRAJEDDINE,0,20
SIRANDOU,120,0
SIRANOUCHE,5,0
SIRANTOU,5,0
SIRAT,10,30
SIRAYAH,15,0
SIRE,90,20
SIRELLA,15,0
SIREM,5,0
SIRENA,20,0
SIRIA,5,0
SIRIANA,15,0
SIRIANE,175,0
SIRIANNE,5,0
SIRIELLE,5,0
SIRIKI,0,10
SIRIMA,10,10
SIRIMAN,0,35
SIRIN,300,0
SIRINA,100,5
SIRINE,10145,10
SIRINNE,20,0
SIRIO,0,15
SIRIUS,0,380
SIRO,0,10
SIROU,0,115
SIRRA,50,0
SIRYELLE,5,0
SIRYN,5,0
SIRYNE,310,0
SISILIA,5,0
SISKA,5,0
SISLEY,15,5
SISOUDA,5,0
SISSE,5,0
SISSI,165,0
SISSIE,5,0
SISSY,5,0
SISTO,0,5
SITA,290,5
SITAN,95,0
SITARA,5,0
SITI,15,0
SITINA,15,0
SITTI,35,0
SITTINA,5,0
SITTY,10,0
SIVA,0,15
SIVADJY,0,5
SIVAN,0,60
SIVANE,40,5
SIVANI,5,0
SIVANN,0,5
SIVEN,0,5
SIVILAY,5,0
SIWA,5,0
SIWAI,5,0
SIWAN,5,75
SIWAR,425,10
SIWARE,5,0
SIXTE,10,555
SIXTEEN,5,0
SIXTINE,5320,0
SIXTYNE,5,0
SIYA,160,5
SIYABEND,0,5
SIYAH,35,0
SIYAM,35,30
SIYAN,0,25
SIYANA,205,0
SIYANAH,15,0
SIYANNA,20,0
SIYANNAH,10,0
SIYAR,0,85
SIYEM,30,0
SKAI,5,0
SKAILA,5,0
SKANDAR,0,35
SKANDER,0,810
SKAYLA,5,0
SKENDER,0,60
SKLAERENN,5,0
SKURTA,25,0
SKY,45,25
SKYE,65,0
SKYLA,60,0
SKYLAR,30,0
SKYLER,35,15
SKYLIE,10,0
SLADAN,0,25
SLADANA,80,0
SLADJAN,0,5
SLADJANA,25,0
SLAH,0,15
SLAI,0,15
SLAINA,20,0
SLAINNA,5,0
SLATER,0,5
SLAVA,5,5
SLAVEN,0,5
SLAVIC,0,5
SLAVICA,160,0
SLAVIK,0,10
SLAVISA,0,35
SLAVKO,0,25
SLAVOLJUB,0,5
SLAWKA,10,0
SLAWKO,0,10
SLAY,0,10
SLAYAN,0,5
SLAYANN,0,35
SLAYDEN,0,5
SLAYE,5,0
SLAYRICK,0,5
SLAYTON,0,50
SLETON,0,5
SLEVAN,0,5
SLEVIN,0,35
SLEY,0,5
SLEYLEE,5,0
SLEYTON,0,15
SLIM,0,990
SLIMAN,0,775
SLIMANE,0,2865
SLIME,0,5
SLIMEN,0,95
SLIMENE,0,5
SLOAN,25,1175
SLOANA,20,0
SLOANE,1080,115
SLOANN,25,220
SLOANNE,190,0
SLOBODAN,0,90
SLOBODANKA,10,0
SLOHAN,0,165
SLOHANE,50,0
SLOHANN,0,50
SLOHANNE,10,0
SLONE,10,30
SLONN,0,5
SLORANE,5,0
SLOVAN,0,25
SLOWAN,0,125
SLOWANE,5,0
SLOWANN,0,40
SLOWN,0,30
SLY,0,40
SLYMAN,0,5
SMA,5,0
SMAEL,0,355
SMAELLA,5,0
SMAHAN,155,0
SMAHANE,480,0
SMAHEN,35,0
SMAHENE,10,0
SMAHIL,0,5
SMAHIN,0,10
SMAHINE,0,15
SMAID,0,5
SMAIL,0,1915
SMAILE,0,10
SMAILEY,0,15
SMAIN,0,1145
SMAINE,0,175
SMILA,15,0
SMILEY,5,50
SMILLA,25,0
SMINA,95,0
SMITA,10,0
SMITH,0,60
SNEGA,5,0
SNEHA,15,0
SNEJANA,30,0
SNELLA,5,0
SNEZANA,205,0
SNJEZANA,5,0
SNOW,0,5
SO,10,5
SOA,425,270
SOA-LI,10,0
SOAAD,10,0
SOAD,185,0
SOADE,35,0
SOAH,25,15
SOAHN,0,5
SOAIG,0,5
SOALIE,5,0
SOALY,15,0
SOAM,0,95
SOAN,65,15150
SOANA,430,0
SOANE,1025,425
SOANE-PATITA,0,5
SOANH,0,10
SOANN,50,1805
SOANNA,65,0
SOANNE,300,0
SOANY,0,20
SOATIANA,5,0
SOAZ,25,0
SOAZIC,500,0
SOAZICK,25,0
SOAZIG,1320,0
SOAZIK,10,0
SOBAN,0,5
SOBHAN,0,35
SOBHI,0,5
SOBIA,15,0
SOCHEATA,25,0
SOCRATE,70,205
SODA,45,0
SODANY,5,0
SODAVY,5,0
SOE,0,5
SOEL,0,290
SOELI,15,0
SOELIA,45,0
SOELIE,225,0
SOELINE,60,0
SOELLE,15,0
SOELLY,0,5
SOELY,20,0
SOELYA,95,0
SOELYNE,5,0
SOEN,10,2605
SOENN,0,80
SOEREN,0,5
SOFANA,5,0
SOFFIANE,0,15
SOFFYAN,0,5
SOFI,95,0
SOFIA,34055,0
SOFIA-MARIA,30,0
SOFIAN,0,6050
SOFIANA,75,0
SOFIANE,105,24655
SOFIANN,0,100
SOFIANNE,5,25
SOFIATOU,10,0
SOFIE,145,0
SOFIEN,0,1245
SOFIENE,0,940
SOFIENNE,0,30
SOFIIA,35,0
SOFIJA,75,0
SOFINE,20,0
SOFINES,70,0
SOFIYA,200,0
SOFYA,680,0
SOFYAN,0,585
SOFYANE,0,370
SOFYANN,0,20
SOFYEN,0,85
SOFYENE,0,10
SOGAN,0,10
SOGANE,15,5
SOGONA,15,0
SOHA,385,5
SOHAAN,0,25
SOHAD,15,0
SOHAIB,0,615
SOHAIL,0,255
SOHAILA,20,0
SOHALIA,95,0
SOHAM,0,320
SOHAN,50,14580
SOHANA,210,0
SOHANE,2110,180
SOHANN,60,1495
SOHANNA,85,0
SOHANNE,330,0
SOHAYB,0,330
SOHAYL,0,95
SOHAYLA,20,0
SOHEIB,0,240
SOHEIL,0,455
SOHEILA,110,0
SOHEL,0,445
SOHELA,5,0
SOHELIA,5,0
SOHEN,0,350
SOHENN,0,20
SOHEYB,0,75
SOHEYL,0,155
SOHEYLA,20,0
SOHIL,0,40
SOHILA,10,0
SOHLAN,0,10
SOHRAB,0,10
SOIBRA,5,0
SOIDIKI,0,5
SOIDROUDINE,0,5
SOIFA,10,0
SOIFIA,70,0
SOIFIYA,10,0
SOIG,0,40
SOIHIM,0,5
SOILAHOU,0,5
SOILAHOUDINE,0,25
SOILHA,75,0
SOILIHI,0,70
SOINA,5,0
SOINY,0,5
SOIREBA,0,5
SOISIC,115,0
SOISICK,45,0
SOISIK,20,0
SOIYARDINE,0,5
SOIYNA,5,0
SOIZIC,5060,30
SOIZICK,390,0
SOIZIG,165,0
SOIZIK,65,0
SOJOUD,75,0
SOK,20,30
SOKAINA,245,0
SOKAYNA,45,0
SOKEINA,15,0
SOKHA,10,5
SOKHNA,595,0
SOKHNA-AIDA,5,0
SOKHNA-DIARRA,50,0
SOKHONA,65,0
SOKNA,5,0
SOKOL,0,10
SOKONA,545,0
SOKUNTHEA,5,0
SOL,85,80
SOLA,50,45
SOLAIMAN,0,15
SOLAINE,115,0
SOLAL,30,4995
SOLALE,5,0
SOLAM,0,10
SOLAN,0,1555
SOLANA,215,0
SOLANE,245,150
SOLANGE,91080,85
SOLANGES,45,0
SOLANN,5,655
SOLANNE,20,0
SOLANO,0,35
SOLARA,70,0
SOLAYA,30,0
SOLAYMAN,0,95
SOLAYMANE,0,50
SOLE,20,5
SOLEA,665,0
SOLEAN,0,5
SOLEANE,555,0
SOLEANN,10,0
SOLEANNE,5,0
SOLEDA,125,0
SOLEDAD,890,0
SOLEDADE,10,0
SOLEEN,30,0
SOLEI,5,0
SOLEIA,85,0
SOLEIL,80,5
SOLEILA,5,0
SOLEILKA,5,0
SOLEIMA,5,0
SOLEIMAN,0,65
SOLEINA,40,0
SOLEINE,95,0
SOLEIYA,5,0
SOLEMNE,5,0
SOLEN,1365,125
SOLENA,485,0
SOLENE,32895,0
SOLENN,6130,15
SOLENNA,85,0
SOLENNE,5135,0
SOLENZA,20,0
SOLESNE,5,0
SOLEYA,165,0
SOLEYAH,5,0
SOLEYANA,5,0
SOLEYMAN,0,85
SOLEYMANE,0,15
SOLEYMEN,0,5
SOLEYN,5,0
SOLEYNA,35,0
SOLEYNE,35,0
SOLHAN,0,125
SOLHANN,0,10
SOLI,5,20
SOLIA,35,0
SOLIAN,0,10
SOLIANA,35,0
SOLIANE,60,5
SOLIDEA,5,0
SOLIE,10,0
SOLIM,5,20
SOLIMAN,0,200
SOLIMANE,0,10
SOLIN,75,0
SOLINA,115,0
SOLINE,13275,0
SOLISE,5,0
SOLITUDE,5,0
SOLIVAN,0,10
SOLIYANA,15,0
SOLLANGE,10,0
SOLLEN,5,0
SOLLENE,10,0
SOLLY,0,25
SOLLYAN,0,5
SOLO,0,5
SOLOMIA,20,0
SOLOMIIA,15,0
SOLOMON,0,245
SOLTAN,0,110
SOLTANA,170,0
SOLTANE,0,140
SOLUNE,35,5
SOLVEIG,1840,0
SOLVENE,5,0
SOLWEIG,170,0
SOLY,0,30
SOLYA,15,0
SOLYAN,0,30
SOLYANA,75,0
SOLYANE,110,0
SOLYANN,0,10
SOLYANNA,5,0
SOLYNA,15,0
SOLYNE,775,0
SOLYNN,10,0
SOMA,15,40
SOMAIA,15,0
SOMALIE,5,0
SOMALY,25,0
SOMAYA,315,0
SOMEYA,15,0
SOMIA,210,0
SOMYA,10,0
SON,5,25
SONA,230,0
SONAD,5,0
SONAH,5,0
SONALI,35,0
SONAM,25,95
SONAY,10,0
SONDA,5,0
SONDES,125,0
SONDESS,15,0
SONDOR,10,0
SONDOS,105,0
SONDOSSE,5,0
SONDOUS,5,0
SONER,0,230
SONGUL,415,0
SONI,0,175
SONIA,83900,0
SONIE,10,0
SONITA,45,0
SONJA,915,0
SONNA,5,0
SONNI,0,20
SONNIA,50,0
SONNIE,5,0
SONNY,25,2700
SONY,25,1495
SONYA,895,0
SOOKIE,10,0
SOPHANA,10,5
SOPHANNY,5,0
SOPHANY,30,0
SOPHEA,0,5
SOPHEAK,0,5
SOPHEAP,10,5
SOPHEARY,5,0
SOPHIA,17830,0
SOPHIA-LOUISE,5,0
SOPHIA-ROSE,5,0
SOPHIAN,0,1025
SOPHIANA,25,0
SOPHIANE,135,950
SOPHIANNE,5,0
SOPHIE,247380,95
SOPHIE-ANNE,135,0
SOPHIE-BEATRICE,5,0
SOPHIE-CAROLINE,25,0
SOPHIE-CHARLOTTE,125,0
SOPHIE-CHRISTINE,5,0
SOPHIE-EMILIE,5,0
SOPHIE-EMMANUELLE,5,0
SOPHIE-HELENE,5,0
SOPHIE-MARIE,20,0
SOPHIE-VIRGINIE,10,0
SOPHIEN,0,375
SOPHIENE,0,60
SOPHONIE,85,0
SOPHRONIE,5,0
SOPHY,110,0
SOPHYA,75,0
SOPHYAN,0,25
SOPIE,5,0
SORA,115,180
SORAIA,140,0
SORAN,0,55
SORANA,5,0
SORANE,10,0
SORANN,0,5
SORAYA,10915,0
SORAYAH,35,0
SORAYANNE,5,0
SORCHA,20,0
SOREL,0,190
SORELLE,10,0
SOREN,20,5330
SORENE,25,0
SORENN,0,105
SORENZA,705,0
SOREYA,110,0
SORHAYA,5,0
SORIA,740,0
SORIAN,0,20
SORIANA,20,0
SORIANE,155,5
SORIANNE,5,0
SORIBA,0,270
SORIN,0,70
SORINA,75,0
SORINE,15,0
SORIYA,85,0
SORONA,65,0
SORRAYA,10,0
SORY,0,285
SORYA,375,5
SORYAN,0,80
SORYANA,20,0
SORYANE,65,5
SORYANN,0,5
SORYBA,0,10
SOSEFO,0,5
SOSSO,35,0
SOSTHENE,190,935
SOSTHENES,10,210
SOTA,0,5
SOTER,0,5
SOTHEARY,5,0
SOTHEAVY,5,0
SOTHY,0,15
SOU,5,0
SOUA,5,0
SOUAAD,190,0
SOUAADE,15,0
SOUAD,3915,0
SOUADE,410,0
SOUADOU,100,0
SOUAIBOU,0,30
SOUALIHO,0,15
SOUALIO,0,15
SOUAN,0,70
SOUANA,35,0
SOUANE,115,5
SOUARE,10,0
SOUAREBA,0,220
SOUBAYA,0,65
SOUBIRA,0,5
SOUDAIS,0,140
SOUDAISS,0,10
SOUDAISSE,0,5
SOUDAYS,0,25
SOUDJOUD,25,0
SOUED,15,0
SOUELA,15,0
SOUELLA,10,0
SOUFFIANE,0,5
SOUFIA,165,0
SOUFIAN,0,690
SOUFIANE,0,3635
SOUFIANI,0,5
SOUFIEN,0,135
SOUFIENE,0,125
SOUFIENNE,0,10
SOUFYA,5,0
SOUFYAN,0,170
SOUFYANE,0,270
SOUFYEN,0,45
SOUFYENE,0,5
SOUHA,115,0
SOUHAD,115,0
SOUHADE,35,0
SOUHAIB,0,500
SOUHAIL,0,1345
SOUHAILA,645,0
SOUHAN,0,30
SOUHANE,50,0
SOUHAYB,0,315
SOUHAYEL,0,5
SOUHAYL,0,1020
SOUHAYLA,330,0
SOUHAYLE,0,5
SOUHEIB,0,85
SOUHEIL,0,860
SOUHEILA,385,0
SOUHEL,0,45
SOUHELA,45,0
SOUHEYB,0,105
SOUHEYL,0,760
SOUHEYLA,195,0
SOUHIL,0,485
SOUHILA,990,0
SOUHILLA,5,0
SOUHIR,185,0
SOUHIRE,5,0
SOUHYL,0,30
SOUHYLA,10,0
SOUILA,15,0
SOUJOUD,890,0
SOUJOUDE,55,0
SOUKAINA,2985,0
SOUKAMBA,20,0
SOUKAYNA,935,0
SOUKAYNAH,15,0
SOUKEINA,385,0
SOUKENATOU,5,0
SOUKEYNA,455,0
SOUKEYNAH,5,0
SOUKHAINA,5,0
SOUKINA,35,0
SOULAF,40,0
SOULAFA,5,0
SOULAIM,0,5
SOULAIMA,20,0
SOULAIMAN,0,150
SOULAIMANA,0,30
SOULAIMANE,0,355
SOULAIMEN,0,10
SOULAYM,0,35
SOULAYMA,15,0
SOULAYMAN,0,1745
SOULAYMANE,0,960
SOULAYMEN,0,265
SOULAYMENE,0,20
SOULE,0,25
SOULEF,290,0
SOULEFE,5,0
SOULEIMA,30,0
SOULEIMAN,0,290
SOULEIMANE,0,245
SOULEIMEN,0,80
SOULEIMENE,0,15
SOULEMAN,0,50
SOULEMANE,0,130
SOULEYM,0,70
SOULEYMAN,0,4260
SOULEYMANE,0,6100
SOULEYMANN,0,15
SOULEYMEN,0,1025
SOULEYMENE,0,235
SOULIMAN,0,165
SOULIMANE,0,205
SOULIMEN,0,5
SOULTAN,0,35
SOULTANA,5,0
SOULTANE,0,15
SOULTOINE,0,10
SOULYMAN,0,30
SOULYMANE,0,15
SOUMAIA,135,0
SOUMAILA,0,205
SOUMAIYA,45,0
SOUMAYA,6015,0
SOUMAYAH,120,0
SOUMAYIA,5,0
SOUMAYLA,0,5
SOUMAYYA,385,0
SOUMAYYAH,110,0
SOUMAYYAT,5,0
SOUMBA,5,0
SOUMEIYA,25,0
SOUMEYA,1400,0
SOUMEYAH,10,0
SOUMEYYA,105,0
SOUMIA,1825,0
SOUMICHA,65,0
SOUMINA,20,0
SOUMIYA,380,0
SOUMMAYA,5,0
SOUMYA,370,0
SOUNA,35,0
SOUNAYA,10,0
SOUNDES,45,0
SOUNDESSE,5,0
SOUNDOS,15,0
SOUNDOSS,5,0
SOUNDOUCE,120,0
SOUNDOUS,715,0
SOUNDOUSS,155,0
SOUNDOUSSE,95,0
SOUNDOUSSIA,5,0
SOUNIA,185,0
SOUNKAMBA,55,0
SOUNNA,45,0
SOUNNAH,30,0
SOUNYA,10,0
SOUPAYA,0,5
SOUPHIAN,0,10
SOUPHIANE,0,35
SOUPHIEN,0,5
SOURA,15,0
SOURAIA,5,0
SOURAKATA,0,5
SOURAYA,470,0
SOUREN,0,15
SOURIA,390,0
SOURIGNA,0,5
SOURIYA,10,20
SOUROUR,105,0
SOURYA,65,10
SOUSSABA,20,0
SOUTHIDA,5,0
SOUVANNA,0,5
SOUWANA,15,0
SOVAN,0,55
SOVANA,5,0
SOVANN,0,330
SOVANNA,30,10
SOVANNAK,0,5
SOVANNARY,5,0
SOVANNY,25,0
SOWAI,5,0
SOWAN,0,200
SOWANE,0,15
SOWANN,0,55
SOWEN,0,165
SOWENN,0,20
SOWMIYA,5,0
SOYA,20,0
SOYAN,0,75
SOYANA,10,0
SOYANE,0,10
SOYANN,0,60
SOZDAR,0,5
SPARTACO,0,30
SPARTACUS,0,5
SPENCER,50,265
SPERANZA,5,0
SPERATA,5,0
SPLENDEUR,10,10
SPOORTHI,5,0
SRDAN,0,40
SRDJAN,0,25
SRECKO,0,10
SRI,5,5
SRIRAM,0,15
STACEY,365,0
STACHA,10,0
STACI,20,0
STACIE,305,5
STACY,5990,70
STAECY,5,0
STAEL,0,35
STAICY,170,0
STALINE,0,5
STALLONE,0,50
STALONE,0,5
STAN,0,3615
STANA,65,0
STANE,0,30
STANI,0,10
STANILAS,0,5
STANIS,0,365
STANISE,60,0
STANISLAS,385,21355
STANISLASS,0,5
STANISLASSE,5,0
STANISLAUS,0,5
STANISLAV,0,115
STANISLAVA,110,0
STANISLAW,0,735
STANISLAWA,2215,20
STANISLOWA,5,0
STANLAY,0,5
STANLEE,0,5
STANLEY,0,3060
STANLY,0,10
STANN,0,310
STANNY,0,10
STANY,5,565
STANYS,0,15
STANYSLAS,0,160
STARKY,0,10
STARR,5,0
STARSKY,0,10
STASIA,5,0
STASSY,20,0
STAVROS,0,10
STAYAN,0,5
STEACY,175,0
STEAVE,0,10
STEAVEN,0,15
STEBAN,0,75
STECIA,10,0
STECIE,125,0
STECY,2190,50
STEDDY,0,20
STEDY,0,10
STEECY,20,0
STEED,0,115
STEEV,0,10
STEEVE,0,10055
STEEVEN,0,3525
STEEVENS,0,265
STEEVENSON,0,15
STEEVES,0,125
STEEVIE,10,55
STEEVY,0,720
STEEW,0,5
STEFAN,0,3120
STEFANA,15,0
STEFANE,5,170
STEFANI,35,0
STEFANIA,675,0
STEFANIE,455,0
STEFANO,0,775
STEFANOS,0,10
STEFANU,0,40
STEFANY,155,0
STEFANYA,5,0
STEFEN,0,240
STEFFEN,0,85
STEFFI,425,0
STEFFIE,580,0
STEFFY,1100,0
STEFI,10,0
STEFIE,20,0
STEFKA,30,0
STEFY,75,0
STEICY,60,0
STELA,150,0
STELAN,0,10
STELIA,40,0
STELIAN,0,50
STELIANE,5,0
STELINA,75,0
STELINE,20,0
STELIO,0,90
STELIOS,0,20
STELLA,19215,0
STELLA-MARIA,90,0
STELLA-MARIE,35,0
STELLA-ROSE,15,0
STELLAN,0,90
STELLE,10,0
STELLI,5,0
STELLIA,65,0
STELLIAN,0,5
STELLIANE,5,0
STELLIE,120,0
STELLINA,210,0
STELLIO,0,140
STELLY,490,0
STELLYA,35,0
STELVIO,0,5
STELY,20,0
STELYA,5,0
STELYAN,0,5
STELYNA,5,0
STEN,0,85
STENY,0,5
STEPAN,0,20
STEPHA,5,0
STEPHAN,25,13830
STEPHANA,25,0
STEPHANE,1185,308875
STEPHANETTE,70,0
STEPHANIA,735,0
STEPHANIE,238930,15
STEPHANN,0,20
STEPHANNE,5,45
STEPHANO,0,240
STEPHANY,480,0
STEPHEN,0,6615
STEPHENE,0,5
STEPHIE,530,0
STEPHY,345,0
STEREN,35,0
STERENN,1190,0
STERLING,0,30
STERNA,90,0
STESSI,5,0
STESSIE,545,0
STESSY,2445,80
STESY,5,0
STEVAN,0,925
STEVANA,20,0
STEVANN,0,45
STEVANO,0,5
STEVE,5,22245
STEVEE,0,5
STEVEEN,0,40
STEVEN,0,33485
STEVEN'S,0,10
STEVENE,0,5
STEVENN,0,35
STEVENS,0,1810
STEVENSON,0,105
STEVES,0,85
STEVIE,90,445
STEVIN,0,20
STEVINE,5,0
STEVY,25,585
STEVYN,0,5
STEWART,0,70
STEWEN,0,50
STEYLAN,0,5
STEYLANN,0,5
STHAN,0,15
STHANN,0,5
STIAN,0,15
STIDE,0,5
STIG,0,5
STINA,45,0
STIORRA,5,0
STIV,0,10
STIVAN,0,10
STIVE,0,265
STIVEN,0,240
STIVENS,0,10
STIVIE,0,5
STIVY,0,45
STOJAN,0,10
STOMY,0,15
STONE,25,40
STONY,0,15
STOYAN,0,100
STOYANN,0,5
STRACY,15,0
STRESSY,10,0
STUART,0,170
STYLIAN,0,25
STYNA,5,0
STYPHANIE,5,0
STYVAN,0,5
STYVE,0,210
STYVEN,0,420
STYVENS,0,20
STYVES,0,5
SU,35,10
SUAD,5,10
SUADA,10,0
SUAN,0,45
SUAREZ,0,10
SUAT,0,65
